run_id,date,turn,subturn,stock_code,submitted_orders,announced_price,close_price,volume,fill_count
chunk_001_2026-02-27_2026-03-06,2026-02-27,1,am,005930,30,210000.0,216500.0,6548,30
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,pm,005930,30,216500.0,216500.0,2539,30
chunk_001_2026-02-27_2026-03-06,2026-03-03,3,am,005930,30,209500.0,195100.0,2264,30
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,pm,005930,30,195100.0,195100.0,1458,30
chunk_001_2026-02-27_2026-03-06,2026-03-04,5,am,005930,30,184200.0,172200.0,1631,30
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,pm,005930,30,172200.0,172200.0,1773,30
chunk_001_2026-02-27_2026-03-06,2026-03-05,7,am,005930,30,195000.0,191600.0,1332,30
chunk_001_2026-02-27_2026-03-06,2026-03-05,8,pm,005930,30,191600.0,191600.0,808,30
chunk_001_2026-02-27_2026-03-06,2026-03-06,9,am,005930,30,186100.0,188200.0,980,30
chunk_001_2026-02-27_2026-03-06,2026-03-06,10,pm,005930,30,188200.0,188200.0,837,30
chunk_002_2026-03-09_2026-03-13,2026-03-09,1,am,005930,30,173500.0,173500.0,6035,30
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,pm,005930,30,173500.0,173500.0,3491,30
chunk_002_2026-03-09_2026-03-13,2026-03-10,3,am,005930,30,187600.0,187900.0,2562,30
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,pm,005930,30,187900.0,187900.0,2711,30
chunk_002_2026-03-09_2026-03-13,2026-03-11,5,am,005930,30,193000.0,190000.0,2273,30
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,pm,005930,30,190000.0,190000.0,1291,30
chunk_002_2026-03-09_2026-03-13,2026-03-12,7,am,005930,30,186600.0,187900.0,1983,30
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,pm,005930,30,187900.0,187900.0,1435,30
chunk_002_2026-03-09_2026-03-13,2026-03-13,9,am,005930,30,180000.0,183500.0,1459,30
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,pm,005930,30,183500.0,183500.0,1323,30
chunk_003_2026-03-16_2026-03-20,2026-03-16,1,am,005930,30,184600.0,188700.0,7610,30
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,pm,005930,30,188700.0,188700.0,2475,30
chunk_003_2026-03-16_2026-03-20,2026-03-17,3,am,005930,30,198000.0,193900.0,2005,30
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,pm,005930,30,193900.0,193900.0,1931,30
chunk_003_2026-03-16_2026-03-20,2026-03-18,5,am,005930,30,200500.0,208500.0,1476,30
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,pm,005930,30,208500.0,208500.0,1886,30
chunk_003_2026-03-16_2026-03-20,2026-03-19,7,am,005930,30,199900.0,200500.0,1312,30
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,pm,005930,30,200500.0,200500.0,1813,30
chunk_003_2026-03-16_2026-03-20,2026-03-20,9,am,005930,30,202000.0,199400.0,936,30
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,pm,005930,30,199400.0,199400.0,958,30
chunk_004_2026-03-23_2026-03-27,2026-03-23,1,am,005930,30,190500.0,186300.0,5060,30
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,pm,005930,30,186300.0,186300.0,3283,30
chunk_004_2026-03-23_2026-03-27,2026-03-24,3,am,005930,30,195500.0,189700.0,2401,30
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,pm,005930,30,189700.0,189700.0,2534,30
chunk_004_2026-03-23_2026-03-27,2026-03-25,5,am,005930,30,193700.0,189000.0,2215,30
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,pm,005930,30,189000.0,189000.0,2284,30
chunk_004_2026-03-23_2026-03-27,2026-03-26,7,am,005930,30,185500.0,180100.0,2726,30
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,pm,005930,30,180100.0,180100.0,2036,30
chunk_004_2026-03-23_2026-03-27,2026-03-27,9,am,005930,30,172100.0,179700.0,2062,30
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,pm,005930,30,179700.0,179700.0,1450,30
