run_id,date,turn,subturn,agent_id,decision_date,market_features_date,news_start_date,news_start_time,news_max_date,news_end_time,execution_date,information_mode,stock_code,action,quantity,reason
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A005,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"시스템 제약으로 매수 필수이나, 파업 불확실성으로 인해 초기 진입 수량을 제한적으로 설정합니다. 실적 호조와 저평가 구간을 고려하여 분산 투자 원칙 내에서 단일 종목 비중을 조절합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A002,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"MA20 지지선 유지 중이나 파업 D-1 악재로 변동성 우려가 큽니다. 시스템상 매수 필수이므로, 초기 진입 시 리스크를 분산하기 위해 현금의 30% 수준인 100 주로 제한적으로 매수합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A008,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,50,"시스템 제약으로 매수 필수이나, 파업 리스크 공포와 MA5 하단 위치로 인해 소량 (50 주) 진입합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A001,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,10,"파업 D-1 로 인한 단기 변동성 우려가 크나, 시스템 제약으로 매수 필수이므로 리스크 관리 차원에서 소량 (10 주) 으로 제한적 진입합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A003,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"현재가 (278,000 원) 가 MA20(249,900 원) 대비 상승 여력이 있으나, 노사 합의 불투명으로 단기 변동성 우려가 있어 제한적 매수 (100 주) 로 진입합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A006,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,150,"파업 리스크로 인한 단기 변동성 우려가 있으나, 중기 상승 추세 (MA20 상단) 와 실적 호조를 인정하여 진입. 손실 공포와 추가 매수 여력을 고려해 총 자산의 약 42% 수준인 150 주로 매수."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A011,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,179,"초기 진입 단계로 현금 1 억 원을 보유 중이며, allowed_actions 에 buy 만 허용되어 있습니다. 시장 분석에 따르면 실적 급증으로 내재가치 대비 저평가 구간 (278,000 원) 이며, 파업 리스크가 반영된 매수 기회로 판단됩니다. 고위험 고수익 성향과 단일 종목 집중 투자 전략에 따라 현금의 50% 한도 내에서 최대한 매수합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A009,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,150,"MA20 지지선 유지로 장기 추세는 긍정적이지만, 노사 파업 악재로 단기 변동성 우려가 있어 집중 투자 성향을 반영하되 위험을 고려한 수량으로 진입합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A010,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"거래 제약상 매수만 가능하나, 내재가치와 중기 상승 추세를 고려해 제한적으로 매수합니다. 노사 합의 불확실성으로 단기 변동성 우려가 있어 현금 비중을 유지하며 조정 시 대응 여력을 확보하기 위함입니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A007,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,20,"시스템 제약으로 매수 불가피하나, 파업 리스크로 인해 소량 진입하여 시장 반응 관찰."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A012,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"거래 제약상 매수만 가능하나, 뉴스 불확실성으로 인해 초기 진입은 제한적으로 진행합니다. 중기 상승 추세 (MA20 상회) 를 인정하며, 추후 추가 매수 여력을 확보하기 위해 총 자산의 30% 수준으로 진입합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A004,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,150,"뉴스 헤드라인의 파업 리스크로 불안하지만, MA20 지지와 실적 호조로 진입 필요. 집중 투자 성향 반영하여 상당량 매수."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A014,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,50,"시스템 제약으로 매수 (buy) 가 필수적이므로, 파업 리스크와 기술적 약세에도 불구하고 소량 (50 주) 으로 제한적으로 진입합니다. 현금 비중을 유지하며 리스크를 관리합니다."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A019,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,150,노사 합의 불확실성에도 불구하고 반도체 사이클 상승과 실적 호조로 내재가치 저평가 구간으로 판단. 안정적 자산 선호 성향에 따라 현금 비중을 유지하며 제한적 매수.
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A018,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,파업 D-1 불확실성에도 MA20 지지선 부근 밸류에이션이 적정하다고 판단하여 고위험 고수익 성향을 반영해 제한적으로 진입합니다. 현금 100% 보유 상태에서 리스크 분산을 위해 최대 거래 한도 (50%) 이내에서 매수합니다.
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A017,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,100,"시스템 제약으로 매수가 필수적이나, 노사 분쟁 리스크로 인해 수량을 제한적으로 조절함."
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A013,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,179,중기 상승 추세 (MA20 상회) 유지와 고위험 고수익 선호 성향에 따라 진입. 단기 조정 (MA5 하회) 이나 거래량 감소에도 기술적 지지선 부근 매수 기회로 판단.
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,A020,2026-05-20,2026-05-19,2026-05-19,15:30,2026-05-20,08:59,2026-05-20,pre_close_cutoff,005930,buy,179,"현재 주가 278,000 원이 기술적 지지선 (275,000~280,000 원) 내에 위치하며, 실적 호재와 AI 신제품으로 중장기 상승 모멘텀이 유지되므로 매수 기회로 판단. 고위험 고수익 성향에 따라 허용된 현금 비율 내에서 최대 수량 진입."
