run_id,date,turn,subturn,stock_code,agent_id,action,quantity,executed_price,status
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A001,buy,10,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A002,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A003,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A004,buy,150,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A005,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A006,buy,150,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A007,buy,20,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A008,buy,50,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A009,buy,150,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A010,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A011,buy,179,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A012,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A013,buy,179,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A014,buy,50,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A015,buy,1,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A016,buy,50,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A017,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A018,buy,100,278000.0,filled
chunk_012_2026-05-20_2026-05-27,2026-05-20,1,am,005930,A019,buy,150,278000.0,filled
