run_id,date,turn,subturn,stock_code,agent_id,source_ltb_id,source_stb_id,analysis_id,decision_id,fill_id,post_fill_ltb_id,action,quantity,executed_price,fee,status
RN_COMM_OFF,2026-02-27,1,am,005930,A001,ltb_A001_t000,stb_A001_t001,analysis_A001_t001,decision_A001_t001,fill_A001_t001,ltb_A001_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A002,ltb_A002_t000,stb_A002_t001,analysis_A002_t001,decision_A002_t001,fill_A002_t001,ltb_A002_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A003,ltb_A003_t000,stb_A003_t001,analysis_A003_t001,decision_A003_t001,fill_A003_t001,ltb_A003_t001,buy,238,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A004,ltb_A004_t000,stb_A004_t001,analysis_A004_t001,decision_A004_t001,fill_A004_t001,ltb_A004_t001,buy,238,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A005,ltb_A005_t000,stb_A005_t001,analysis_A005_t001,decision_A005_t001,fill_A005_t001,ltb_A005_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A006,ltb_A006_t000,stb_A006_t001,analysis_A006_t001,decision_A006_t001,fill_A006_t001,ltb_A006_t001,buy,238,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A007,ltb_A007_t000,stb_A007_t001,analysis_A007_t001,decision_A007_t001,fill_A007_t001,ltb_A007_t001,buy,200,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A008,ltb_A008_t000,stb_A008_t001,analysis_A008_t001,decision_A008_t001,fill_A008_t001,ltb_A008_t001,buy,1500,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A009,ltb_A009_t000,stb_A009_t001,analysis_A009_t001,decision_A009_t001,fill_A009_t001,ltb_A009_t001,buy,238,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A010,ltb_A010_t000,stb_A010_t001,analysis_A010_t001,decision_A010_t001,fill_A010_t001,ltb_A010_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A011,ltb_A011_t000,stb_A011_t001,analysis_A011_t001,decision_A011_t001,fill_A011_t001,ltb_A011_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A012,ltb_A012_t000,stb_A012_t001,analysis_A012_t001,decision_A012_t001,fill_A012_t001,ltb_A012_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A013,ltb_A013_t000,stb_A013_t001,analysis_A013_t001,decision_A013_t001,fill_A013_t001,ltb_A013_t001,buy,238,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A014,ltb_A014_t000,stb_A014_t001,analysis_A014_t001,decision_A014_t001,fill_A014_t001,ltb_A014_t001,buy,100,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A015,ltb_A015_t000,stb_A015_t001,analysis_A015_t001,decision_A015_t001,fill_A015_t001,ltb_A015_t001,buy,142,210000.0,0.0,filled
RN_COMM_OFF,2026-02-27,1,am,005930,A016,ltb_A016_t000,stb_A016_t001,analysis_A016_t001,decision_A016_t001,fill_A016_t001,ltb_A016_t001,buy,100,210000.0,0.0,filled
