run_id,date,turn,rank,post_id,title,post_type,score
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,1,3551,삼성전자 파업 리스크와 내재가치 분석,analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,2,3552,파업과 HBM 루머로 인한 삼성전자 단기 하락 전망,analysis,15
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,3,3564,"파업과 HBM 축소설, 삼성전자의 단기 리스크와 내재가치 점검",analysis,14
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,4,3556,"삼성전자, 파업 확정과 HBM 리스크로 인한 방어적 관망",analysis,6
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,5,3553,"삼성전자, 불확실성이 커진 시장에서의 상황 점검",analysis,2
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,1,3579,"삼성전자, 단기 과열 우려와 내재가치 리스크에 대한 고찰",analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,2,3575,삼성전자 주가 급등에 대한 경계와 변수들,analysis,17
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,3,3580,오늘 삼성전자 50주 매도했습니다.,trade_share,12
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,4,3567,"삼성전자, 파업 해소와 기술적 돌파의 의미",analysis,3
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,5,3569,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,1,3587,삼성전자 HBM 수주 축소 우려와 매수 기회 탐색,analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,2,3601,삼성전자 오늘의 투자 관점 및 HBM 리스크 재검토,analysis,14
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,3,3593,"[분석] 삼성전자, HBM 수주 우려와 신고가 부담 속 방어적 전략 유지",analysis,13
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,4,3598,삼성전자 단기 조정 국면 진입과 HBM 축소 루머에 대한 생각,analysis,6
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,5,3586,[매도] 삼성전자 일부 매도했습니다.,trade_share,0
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,1,3616,현재 삼성전자 주가 흐름과 HBM 뉴스에 대한 우려,analysis,17
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,2,3607,현재 삼성전자 주가에 대한 생각,analysis,12
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,3,3620,HBM 수주 축소 루머에 따른 삼성전자 주가 분석,analysis,9
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,4,3613,반도체 시장의 변동성과 삼성전자의 성장성,analysis,2
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,5,3624,오늘 일부 매도했습니다!,trade_share,0
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,1,3641,"삼성전자, 재무적 우위와 단기 관망의 필요성",analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,2,3639,오늘 삼성전자 일부 매도했습니다!,trade_share,13
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,3,3642,오늘 삼성전자 일부 매도했습니다.,trade_share,3
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,4,3627,오늘 삼성전자 매도했습니다!,trade_share,1
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,5,3645,삼성전자 소량 매수! 장기적 우위 기대,trade_share,0
