run_id,date,turn,agent_id,selected_post_ids,post_id,title,post_type,reaction,author_badges,author_profile
simulation_20260715_000826_158697_23249,2026-02-27,2,A005,"[2450, 2463, 2449, 2451, 2464]",2450,오늘 삼성전자 50주 매수했습니다!,trade_share,read,"[""커뮤니티 인플루언서""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A005,"[2450, 2463, 2449, 2451, 2464]",2463,"AI 성장성 유지, 하지만 단기 조정 우려에 대한 생각",analysis,like,[],null
simulation_20260715_000826_158697_23249,2026-02-27,2,A005,"[2450, 2463, 2449, 2451, 2464]",2449,[매도] 삼성전자 115주 매도했습니다.,trade_share,like,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A005,"[2450, 2463, 2449, 2451, 2464]",2451,[매도] 삼성전자 120주 매도했습니다.,trade_share,like,"[""상위 수익자"", ""자산가""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A005,"[2450, 2463, 2449, 2451, 2464]",2464,오늘 삼성전자 추가 매수했습니다!,trade_share,read,[],null
simulation_20260715_000826_158697_23249,2026-02-27,2,A004,"[2451, 2463, 2447, 2450, 2454]",2451,[매도] 삼성전자 120주 매도했습니다.,trade_share,like,"[""상위 수익자"", ""자산가""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A004,"[2451, 2463, 2447, 2450, 2454]",2463,"AI 성장성 유지, 하지만 단기 조정 우려에 대한 생각",analysis,like,[],null
simulation_20260715_000826_158697_23249,2026-02-27,2,A004,"[2451, 2463, 2447, 2450, 2454]",2447,오늘 삼성전자 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A004,"[2451, 2463, 2447, 2450, 2454]",2450,오늘 삼성전자 50주 매수했습니다!,trade_share,unlike,"[""커뮤니티 인플루언서""]",null
simulation_20260715_000826_158697_23249,2026-02-27,2,A004,"[2451, 2463, 2447, 2450, 2454]",2454,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
