run_id,date,turn,subturn,stock_code,submitted_orders,announced_price,close_price,volume,fill_count
simulation_20260715_000826_158697_23249,2026-02-27,1,am,005930,30,210000.0,216500.0,6656,30
simulation_20260715_000826_158697_23249,2026-02-27,2,pm,005930,30,216500.0,216500.0,2609,30
simulation_20260715_000826_158697_23249,2026-03-03,3,am,005930,30,209500.0,195100.0,2563,30
simulation_20260715_000826_158697_23249,2026-03-03,4,pm,005930,30,195100.0,195100.0,1837,30
simulation_20260715_000826_158697_23249,2026-03-04,5,am,005930,30,184200.0,172200.0,1287,30
simulation_20260715_000826_158697_23249,2026-03-04,6,pm,005930,30,172200.0,172200.0,3092,30
simulation_20260715_000826_158697_23249,2026-03-05,7,am,005930,30,195000.0,191600.0,1660,30
simulation_20260715_000826_158697_23249,2026-03-05,8,pm,005930,30,191600.0,191600.0,1269,30
simulation_20260715_000826_158697_23249,2026-03-06,9,am,005930,30,186100.0,188200.0,894,30
simulation_20260715_000826_158697_23249,2026-03-06,10,pm,005930,30,188200.0,188200.0,856,30
simulation_20260715_000826_158697_23249,2026-03-09,11,am,005930,30,173500.0,173500.0,1742,30
simulation_20260715_000826_158697_23249,2026-03-09,12,pm,005930,30,173500.0,173500.0,1687,30
simulation_20260715_000826_158697_23249,2026-03-10,13,am,005930,30,187600.0,187900.0,1075,30
simulation_20260715_000826_158697_23249,2026-03-10,14,pm,005930,30,187900.0,187900.0,833,30
simulation_20260715_000826_158697_23249,2026-03-11,15,am,005930,30,193000.0,190000.0,877,30
simulation_20260715_000826_158697_23249,2026-03-11,16,pm,005930,30,190000.0,190000.0,1190,30
simulation_20260715_000826_158697_23249,2026-03-12,17,am,005930,30,186600.0,187900.0,991,30
simulation_20260715_000826_158697_23249,2026-03-12,18,pm,005930,30,187900.0,187900.0,1077,30
simulation_20260715_000826_158697_23249,2026-03-13,19,am,005930,30,180000.0,183500.0,1452,30
simulation_20260715_000826_158697_23249,2026-03-13,20,pm,005930,30,183500.0,183500.0,990,30
simulation_20260715_000826_158697_23249,2026-03-16,21,am,005930,30,184600.0,188700.0,803,30
simulation_20260715_000826_158697_23249,2026-03-16,22,pm,005930,30,188700.0,188700.0,474,30
simulation_20260715_000826_158697_23249,2026-03-17,23,am,005930,30,198000.0,193900.0,662,30
simulation_20260715_000826_158697_23249,2026-03-17,24,pm,005930,30,193900.0,193900.0,506,30
simulation_20260715_000826_158697_23249,2026-03-18,25,am,005930,30,200500.0,208500.0,510,30
simulation_20260715_000826_158697_23249,2026-03-18,26,pm,005930,30,208500.0,208500.0,533,30
simulation_20260715_000826_158697_23249,2026-03-19,27,am,005930,30,199900.0,200500.0,705,30
simulation_20260715_000826_158697_23249,2026-03-19,28,pm,005930,30,200500.0,200500.0,831,30
simulation_20260715_000826_158697_23249,2026-03-20,29,am,005930,30,202000.0,199400.0,577,30
simulation_20260715_000826_158697_23249,2026-03-20,30,pm,005930,30,199400.0,199400.0,379,30
simulation_20260715_000826_158697_23249,2026-03-23,31,am,005930,30,190500.0,186300.0,1530,30
simulation_20260715_000826_158697_23249,2026-03-23,32,pm,005930,30,186300.0,186300.0,839,30
simulation_20260715_000826_158697_23249,2026-03-24,33,am,005930,30,195500.0,189700.0,839,30
simulation_20260715_000826_158697_23249,2026-03-24,34,pm,005930,30,189700.0,189700.0,941,30
simulation_20260715_000826_158697_23249,2026-03-25,35,am,005930,30,193700.0,189000.0,745,30
simulation_20260715_000826_158697_23249,2026-03-25,36,pm,005930,30,189000.0,189000.0,1099,30
simulation_20260715_000826_158697_23249,2026-03-26,37,am,005930,30,185500.0,180100.0,1367,30
simulation_20260715_000826_158697_23249,2026-03-26,38,pm,005930,30,180100.0,180100.0,1222,30
simulation_20260715_000826_158697_23249,2026-03-27,39,am,005930,30,172100.0,179700.0,1772,30
simulation_20260715_000826_158697_23249,2026-03-27,40,pm,005930,30,179700.0,179700.0,1016,30
simulation_20260715_000826_158697_23249,2026-03-30,41,am,005930,30,171000.0,176300.0,1565,30
simulation_20260715_000826_158697_23249,2026-03-30,42,pm,005930,30,176300.0,176300.0,1197,30
simulation_20260715_000826_158697_23249,2026-03-31,43,am,005930,30,170000.0,167200.0,1027,30
simulation_20260715_000826_158697_23249,2026-03-31,44,pm,005930,30,167200.0,167200.0,1151,30
simulation_20260715_000826_158697_23249,2026-04-01,46,pm,005930,30,189600.0,189600.0,2528,30
simulation_20260715_000826_158697_23249,2026-04-01,46,pm,005930,30,189600.0,189600.0,2528,30
simulation_20260715_000826_158697_23249,2026-04-02,47,am,005930,30,192600.0,178400.0,1246,30
simulation_20260715_000826_158697_23249,2026-04-02,48,pm,005930,30,178400.0,178400.0,2009,30
simulation_20260715_000826_158697_23249,2026-04-03,49,am,005930,30,184200.0,186200.0,1330,30
simulation_20260715_000826_158697_23249,2026-04-03,50,pm,005930,30,186200.0,186200.0,1168,30
simulation_20260715_000826_158697_23249,2026-04-06,51,am,005930,30,190900.0,193100.0,867,30
simulation_20260715_000826_158697_23249,2026-04-06,52,pm,005930,30,193100.0,193100.0,984,30
simulation_20260715_000826_158697_23249,2026-04-07,53,am,005930,30,202000.0,196500.0,899,30
simulation_20260715_000826_158697_23249,2026-04-07,54,pm,005930,30,196500.0,196500.0,1294,30
simulation_20260715_000826_158697_23249,2026-04-08,55,am,005930,30,214000.0,210500.0,1090,30
simulation_20260715_000826_158697_23249,2026-04-08,56,pm,005930,30,210500.0,210500.0,826,30
simulation_20260715_000826_158697_23249,2026-04-09,57,am,005930,30,207000.0,204000.0,1283,30
simulation_20260715_000826_158697_23249,2026-04-09,58,pm,005930,30,204000.0,204000.0,1144,30
simulation_20260715_000826_158697_23249,2026-04-10,59,am,005930,30,208500.0,206000.0,555,30
simulation_20260715_000826_158697_23249,2026-04-10,60,pm,005930,30,206000.0,206000.0,652,30
simulation_20260715_000826_158697_23249,2026-04-13,61,am,005930,30,198200.0,201000.0,592,30
simulation_20260715_000826_158697_23249,2026-04-13,62,pm,005930,30,201000.0,201000.0,589,30
simulation_20260715_000826_158697_23249,2026-04-14,63,am,005930,30,208000.0,206500.0,831,30
simulation_20260715_000826_158697_23249,2026-04-14,64,pm,005930,30,206500.0,206500.0,642,30
simulation_20260715_000826_158697_23249,2026-04-15,65,am,005930,30,215000.0,211000.0,702,30
simulation_20260715_000826_158697_23249,2026-04-15,66,pm,005930,30,211000.0,211000.0,733,30
simulation_20260715_000826_158697_23249,2026-04-16,67,am,005930,30,212000.0,217500.0,838,30
simulation_20260715_000826_158697_23249,2026-04-16,68,pm,005930,30,217500.0,217500.0,850,30
simulation_20260715_000826_158697_23249,2026-04-17,69,am,005930,30,217000.0,216000.0,669,30
simulation_20260715_000826_158697_23249,2026-04-17,70,pm,005930,30,216000.0,216000.0,596,30
simulation_20260715_000826_158697_23249,2026-04-20,71,am,005930,30,214500.0,214500.0,697,30
simulation_20260715_000826_158697_23249,2026-04-20,72,pm,005930,30,214500.0,214500.0,790,30
simulation_20260715_000826_158697_23249,2026-04-21,73,am,005930,30,218000.0,219000.0,711,30
simulation_20260715_000826_158697_23249,2026-04-21,74,pm,005930,30,219000.0,219000.0,952,30
simulation_20260715_000826_158697_23249,2026-04-22,75,am,005930,30,218500.0,217500.0,737,30
simulation_20260715_000826_158697_23249,2026-04-22,76,pm,005930,30,217500.0,217500.0,818,30
simulation_20260715_000826_158697_23249,2026-04-23,77,am,005930,30,223000.0,224500.0,1068,30
simulation_20260715_000826_158697_23249,2026-04-23,78,pm,005930,30,224500.0,224500.0,1211,30
simulation_20260715_000826_158697_23249,2026-04-24,79,am,005930,30,224000.0,219500.0,935,30
simulation_20260715_000826_158697_23249,2026-04-24,80,pm,005930,30,219500.0,219500.0,1693,30
simulation_20260715_000826_158697_23249,2026-04-27,81,am,005930,30,220000.0,224500.0,818,30
simulation_20260715_000826_158697_23249,2026-04-27,82,pm,005930,30,224500.0,224500.0,1435,30
simulation_20260715_000826_158697_23249,2026-04-28,83,am,005930,30,224000.0,222000.0,1001,30
simulation_20260715_000826_158697_23249,2026-04-28,84,pm,005930,30,222000.0,222000.0,1404,30
simulation_20260715_000826_158697_23249,2026-04-29,85,am,005930,30,219500.0,226000.0,977,30
simulation_20260715_000826_158697_23249,2026-04-29,86,pm,005930,30,226000.0,226000.0,1530,30
simulation_20260715_000826_158697_23249,2026-04-30,87,am,005930,30,229000.0,220500.0,1143,30
simulation_20260715_000826_158697_23249,2026-04-30,88,pm,005930,30,220500.0,220500.0,1622,30
simulation_20260715_000826_158697_23249,2026-05-04,89,am,005930,30,228000.0,232500.0,1385,30
simulation_20260715_000826_158697_23249,2026-05-04,90,pm,005930,30,232500.0,232500.0,1395,30
simulation_20260715_000826_158697_23249,2026-05-06,91,am,005930,30,254000.0,266000.0,1837,30
simulation_20260715_000826_158697_23249,2026-05-06,92,pm,005930,30,266000.0,266000.0,1551,30
simulation_20260715_000826_158697_23249,2026-05-07,93,am,005930,30,272000.0,271500.0,1434,30
simulation_20260715_000826_158697_23249,2026-05-07,94,pm,005930,30,271500.0,271500.0,1472,30
simulation_20260715_000826_158697_23249,2026-05-08,95,am,005930,30,260000.0,268500.0,1852,30
simulation_20260715_000826_158697_23249,2026-05-08,96,pm,005930,30,268500.0,268500.0,1885,30
simulation_20260715_000826_158697_23249,2026-05-11,97,am,005930,30,284500.0,285500.0,1551,30
simulation_20260715_000826_158697_23249,2026-05-11,98,pm,005930,30,285500.0,285500.0,1566,30
simulation_20260715_000826_158697_23249,2026-05-12,99,am,005930,30,290000.0,279000.0,1983,30
simulation_20260715_000826_158697_23249,2026-05-12,100,pm,005930,30,279000.0,279000.0,2063,30
simulation_20260715_000826_158697_23249,2026-05-13,101,am,005930,30,264000.0,284000.0,1817,30
simulation_20260715_000826_158697_23249,2026-05-13,102,pm,005930,30,284000.0,284000.0,1546,30
simulation_20260715_000826_158697_23249,2026-05-14,103,am,005930,30,282000.0,296000.0,1516,30
simulation_20260715_000826_158697_23249,2026-05-14,104,pm,005930,30,296000.0,296000.0,1607,30
simulation_20260715_000826_158697_23249,2026-05-15,105,am,005930,30,291000.0,270500.0,1338,30
simulation_20260715_000826_158697_23249,2026-05-15,106,pm,005930,30,270500.0,270500.0,2094,30
simulation_20260715_000826_158697_23249,2026-05-18,107,am,005930,30,269500.0,281000.0,1577,30
simulation_20260715_000826_158697_23249,2026-05-18,108,pm,005930,30,281000.0,281000.0,1304,30
simulation_20260715_000826_158697_23249,2026-05-19,109,am,005930,30,274000.0,275500.0,1607,30
simulation_20260715_000826_158697_23249,2026-05-19,110,pm,005930,30,275500.0,275500.0,1489,30
simulation_20260715_000826_158697_23249,2026-05-20,111,am,005930,30,278000.0,276000.0,1277,30
simulation_20260715_000826_158697_23249,2026-05-20,112,pm,005930,30,276000.0,276000.0,1315,30
simulation_20260715_000826_158697_23249,2026-05-21,113,am,005930,30,291000.0,299500.0,2230,30
simulation_20260715_000826_158697_23249,2026-05-21,114,pm,005930,30,299500.0,299500.0,1423,30
simulation_20260715_000826_158697_23249,2026-05-22,115,am,005930,30,300000.0,292500.0,1325,30
simulation_20260715_000826_158697_23249,2026-05-22,116,pm,005930,30,292500.0,292500.0,1809,30
simulation_20260715_000826_158697_23249,2026-05-26,117,am,005930,30,298000.0,299000.0,1272,30
simulation_20260715_000826_158697_23249,2026-05-26,118,pm,005930,30,299000.0,299000.0,1483,30
simulation_20260715_000826_158697_23249,2026-05-27,119,am,005930,30,321500.0,307000.0,1412,30
simulation_20260715_000826_158697_23249,2026-05-27,120,pm,005930,30,307000.0,307000.0,1544,30
simulation_20260715_000826_158697_23249,2026-05-28,121,am,005930,30,305000.0,299500.0,1166,30
simulation_20260715_000826_158697_23249,2026-05-28,122,pm,005930,30,299500.0,299500.0,1002,30
simulation_20260715_000826_158697_23249,2026-05-29,123,am,005930,30,309500.0,317000.0,1317,30
simulation_20260715_000826_158697_23249,2026-05-29,124,pm,005930,30,317000.0,317000.0,1215,30
simulation_20260715_000826_158697_23249,2026-06-01,125,am,005930,30,319500.0,349000.0,1091,30
simulation_20260715_000826_158697_23249,2026-06-01,126,pm,005930,30,349000.0,349000.0,1533,30
