run_id,date,turn,rank,post_id,title,post_type,score
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,1,2761,삼성전자의 수출 호조와 주가 하락의 괴리 분석,analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,2,2755,오늘 삼성전자 매도했습니다.,trade_share,17
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,3,2764,오늘 삼성전자 추가 매수했습니다!,trade_share,2
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,4,2751,삼성전자 추가 매수했습니다!,trade_share,1
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,5,2760,삼성전자 매수 소식 공유합니다!,trade_share,1
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,1,2768,거시경제 불확실성과 삼성전자의 단기 매도 결정,analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,2,2771,거시 경제 리스크와 삼성전자의 단기 전망,analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,3,2773,삼성전자 단기 전망과 리스크 관리,analysis,17
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,4,2780,오늘 삼성전자 일부 매도했습니다,trade_share,1
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,5,2767,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,1,2788,"삼성전자, 단기 리스크와 저평가 구간의 딜레마",analysis,18
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,2,2794,"삼성전자, 파업 리스크와 향후 전망에 대한 생각",analysis,17
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,3,2805,"[분석] 삼성전자, 파업 리스크와 소비심리 하락의 영향",analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,4,2792,오늘 삼성전자 매도 결정했습니다!,trade_share,6
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,5,2795,[매도] 삼성전자 30주 매도 완료!,trade_share,1
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,1,2810,삼성전자 단기 변동성 리스크와 현금 관리의 중요성,analysis,17
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,2,2808,삼성전자 매수 후 단기 변동성 우려와 장기 전망,analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,3,2824,"삼성전자, 저평가 폭 확대 속 장기적 매수 기회로 판단",analysis,4
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,4,2825,삼성전자 기술적 분석 및 중기 매수 기회에 대한 의견,analysis,3
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,5,2807,오늘 삼성전자 150주 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,1,2828,[삼성전자] 단기 리스크와 장기적 매수 기회에 대한 생각,analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,2,2831,"삼성전자, 기술적 약세와 경쟁사 우위 뉴스에 따른 방어적 관점 유지",analysis,11
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,3,2840,삼성전자 단기 방어선 재설정 필요성에 대한 생각,analysis,10
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,4,2839,리스크 관리의 중요성 다시 한 번 느끼며,analysis,4
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,5,2830,"삼성전자, 단기 변동성 확대 우려 속에서도 장기적 저평가 매력 유지",analysis,3
