run_id,date,turn,agent_id,selected_post_ids,post_id,title,post_type,reaction,author_badges,author_profile
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A004,"[3153, 3159, 3161, 3158, 3148]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A004,"[3153, 3159, 3161, 3158, 3148]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,read,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A004,"[3153, 3159, 3161, 3158, 3148]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A004,"[3153, 3159, 3161, 3158, 3148]",3158,삼성전자 매수 타이밍에 대한 고민,analysis,unlike,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A004,"[3153, 3159, 3161, 3158, 3148]",3148,오늘 삼성전자 100주 매수했습니다!,trade_share,read,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A005,"[3153, 3159, 3161, 3162]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A005,"[3153, 3159, 3161, 3162]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,read,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A005,"[3153, 3159, 3161, 3162]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A005,"[3153, 3159, 3161, 3162]",3162,삼성전자 매수 완료!,trade_share,unlike,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A001,"[3153, 3159, 3161, 3146, 3158]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A001,"[3153, 3159, 3161, 3146, 3158]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,read,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A001,"[3153, 3159, 3161, 3146, 3158]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A001,"[3153, 3159, 3161, 3146, 3158]",3146,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A001,"[3153, 3159, 3161, 3146, 3158]",3158,삼성전자 매수 타이밍에 대한 고민,analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A003,"[3153, 3159, 3161, 3160]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A003,"[3153, 3159, 3161, 3160]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,read,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A003,"[3153, 3159, 3161, 3160]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A003,"[3153, 3159, 3161, 3160]",3160,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A006,"[3146, 3153, 3159, 3161, 3158]",3146,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A006,"[3146, 3153, 3159, 3161, 3158]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A006,"[3146, 3153, 3159, 3161, 3158]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,like,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A006,"[3146, 3153, 3159, 3161, 3158]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A006,"[3146, 3153, 3159, 3161, 3158]",3158,삼성전자 매수 타이밍에 대한 고민,analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A010,"[3153, 3158, 3161, 3146, 3159]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A010,"[3153, 3158, 3161, 3146, 3159]",3158,삼성전자 매수 타이밍에 대한 고민,analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A010,"[3153, 3158, 3161, 3146, 3159]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A010,"[3153, 3158, 3161, 3146, 3159]",3146,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A010,"[3153, 3158, 3161, 3146, 3159]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,read,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A008,"[3146, 3153, 3158, 3159, 3161]",3146,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A008,"[3146, 3153, 3158, 3159, 3161]",3153,"삼성전자, 노조 성과급 요구와 단기 조정 가능성 분석",analysis,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A008,"[3146, 3153, 3158, 3159, 3161]",3158,삼성전자 매수 타이밍에 대한 고민,analysis,read,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A008,"[3146, 3153, 3158, 3159, 3161]",3159,현재 삼성전자 기술적 분석 및 시장 전망,analysis,like,"[""커뮤니티 인플루언서""]",null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A008,"[3146, 3153, 3158, 3159, 3161]",3161,오늘 삼성전자 일부 매도했습니다,trade_share,like,[],null
chunk_008_2026-04-20_2026-04-24,2026-04-20,2,A007,"[3148, 3159, 3158, 3161, 3146]",3148,오늘 삼성전자 100주 매수했습니다!,trade_share,read,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]","{""portfolio_summary"": {""state_id"": ""ps_A001_t002"", ""agent_id"": ""A001"", ""turn"": 2, ""date"": ""2026-04-20"", ""cash"": 78335500.0, ""positions"": ""[{\""stock_code\"": \""005930\"", \""quantity\"": 101, \""avg_cost\"": 214500.0, \""current_price\"": 214500.0, \""unrealized_pnl\"": 0.0, \""unrealized_pnl_rate\"": 0.0}]"", ""total_value"": 100000000.0, ""realized_pnl"": 0.0, ""total_return_rate"": 0.0, ""updated_at"": ""2026-07-15 13:39:06""}, ""recent_trades"": [{""turn"": 10, ""date"": ""2026-04-17"", ""action"": ""sell"", ""stock_code"": ""005930"", ""quantity"": 1, ""executed_price"": 216000.0, ""trade_value"": 216000.0, ""status"": ""filled"", ""filled_quantity"": 1, ""action_reason"": ""fallback_decision_after_invalid_llm_output: the model failed to return a valid decision after retry, so the system submitted a minimal valid sell order.""}, {""turn"": 9, ""date"": ""2026-04-17"", ""action"": ""sell"", ""stock_code"": ""005930"", ""quantity"": 10, ""executed_price"": 217000.0, ""trade_value"": 2170000.0, ""status"": ""filled"", ""filled_quantity"": 10, ""action_reason"": ""노조 파업으로 인한 단기 변동성 우려와 포트폴리오 현금 부족 리스크를 고려하여, 수익 일부 실현을 통해 유동성을 확보합니다.""}, {""turn"": 8, ""date"": ""2026-04-16"", ""action"": ""buy"", ""stock_code"": ""005930"", ""quantity"": 10, ""executed_price"": 217500.0, ""trade_value"": 2175000.0, ""status"": ""filled"", ""filled_quantity"": 10, ""action_reason"": ""장기 반도체 업황 회복 흐름이 유효하며, 현재 주가는 내재가치 대비 적정 수준입니다. 수익 실현 시 장기 수익을 놓칠 수 있다는 판단에 따라, 보유 포지션을 유지/확대하기 위해 제한적으로 매수합니다.""}]}"
