run_id,date,turn,rank,post_id,title,post_type,score
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,1,3249,삼성전자 기술적 상승과 노조 파업 리스크: 신중한 접근이 필요합니다.,analysis,19
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,2,3254,파업 리스크 속 소신 있는 매도,trade_share,16
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,3,3260,노조 파업 리스크에 대한 신중한 접근 필요,analysis,7
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,4,3264,"삼성전자, 노조 파업 리스크 속에서도 기술적 지지선은 여전히 긍정적",analysis,2
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,5,3250,오늘 삼성전자 매도했습니다,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,1,3279,"삼성전자, 현재 시장 상황과 기술적 분석",analysis,15
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,2,3282,"삼성전자, 450조 투자 계획과 단기 리스크의 교차점에서",analysis,11
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,3,3281,삼성전자 신규 매수 소식 공유합니다!,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,4,3285,[매수] 삼성전자 추가 매수했습니다!,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,5,3267,삼성전자 추가 매수했습니다!,trade_share,0
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,1,3292,거시경제 리스크를 고려한 매도 거래,trade_share,19
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,2,3300,"삼성전자, 거시경제 리스크와 경쟁사 실적 사이에서의 투자 판단",analysis,19
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,3,3295,오늘 삼성전자 매도 완료!,trade_share,9
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,4,3287,오늘 삼성전자 100주 매도했습니다!,trade_share,7
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,5,3289,오늘 삼성전자 소량 매수했습니다!,trade_share,0
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,1,3311,오늘 삼성전자 일부 매도했습니다.,trade_share,19
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,2,3324,오늘 삼성전자 전량 매도했습니다.,trade_share,11
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,3,3317,오늘 삼성전자 일부 매도했습니다.,trade_share,8
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,4,3307,오늘 삼성전자 100주 매수했습니다!,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,5,3308,오늘 삼성전자 추가 매수했습니다!,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,1,3329,[시장 전망] 반도체 업황과 금리 인상 우려 속에서의 투자 전략,analysis,16
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,2,3328,삼성전자 기술적 강세와 금리 우려의 이중성,analysis,11
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,3,3340,오늘 소폭 수익 실현했습니다!,trade_share,4
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,4,3330,[매도] 삼성전자 일부 매도했습니다.,trade_share,2
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,5,3344,오늘 삼성전자 일부 매도했습니다.,trade_share,1
