run_id,date,turn,subturn,stock_code,submitted_orders,announced_price,close_price,volume,fill_count
chunk_011_2026-05-11_2026-05-15,2026-05-11,1,am,005930,30,284500.0,285500.0,4370,30
chunk_011_2026-05-11_2026-05-15,2026-05-11,2,pm,005930,30,285500.0,285500.0,1731,30
chunk_011_2026-05-11_2026-05-15,2026-05-12,3,am,005930,30,290000.0,279000.0,1370,30
chunk_011_2026-05-11_2026-05-15,2026-05-12,4,pm,005930,30,279000.0,279000.0,1653,30
chunk_011_2026-05-11_2026-05-15,2026-05-13,5,am,005930,30,264000.0,284000.0,1230,30
chunk_011_2026-05-11_2026-05-15,2026-05-13,6,pm,005930,30,284000.0,284000.0,1042,30
chunk_011_2026-05-11_2026-05-15,2026-05-14,7,am,005930,30,282000.0,296000.0,923,30
chunk_011_2026-05-11_2026-05-15,2026-05-14,8,pm,005930,30,296000.0,296000.0,896,30
chunk_011_2026-05-11_2026-05-15,2026-05-15,9,am,005930,30,291000.0,270500.0,1421,30
chunk_011_2026-05-11_2026-05-15,2026-05-15,10,pm,005930,30,270500.0,270500.0,1451,30
