date,llm_net,llm_net_volume,Individuals,market_return,match,llm_z,individuals_z
2026-02-27,1691263500.0,8019,3623823407500.0,0.0,1,5.405919141780409,2.8165904227557608
2026-03-03,766143700.0,3763,2688631635200.0,-0.0988452655889145,1,2.3744529019297693,2.0414467596586943
2026-03-04,-188773200.0,-1086,141029123750.0,-0.1173757047667862,0,-0.754653559971521,-0.07016072164317999
2026-03-05,136613000.0,695,808927370750.0,0.1126596980255516,1,0.31158378595198893,0.4834338555229789
2026-03-06,251581300.0,1345,1633702118900.0,-0.0177453027139874,1,0.6883160968408276,1.1670571918774226
2026-03-09,-311259000.0,-1794,1847694153100.0,-0.0781083953241232,0,-1.15601948853677,1.3444267690876996
2026-03-10,118007000.0,629,-949787047350.0,0.0829971181556196,0,0.2506149677960474,-0.9742953255570496
2026-03-11,138368000.0,716,40594033950.0,0.0111761575306013,1,0.3173346338431895,-0.15340741576195674
2026-03-12,112319500.0,601,805003304050.0,-0.0110526315789473,1,0.2319779607412308,0.48018135103548276
2026-03-13,93093000.0,504,930769456400.0,-0.0234167110164981,1,0.1689758655958363,0.5844239662014018
2026-03-16,-102526500.0,-552,-110136762950.0,0.0283378746594005,1,-0.4720372335794945,-0.2783422425122561
2026-03-17,73119100.0,379,-391059080150.0,0.0275569687334393,0,0.10352466292116357,-0.5111876977974105
2026-03-18,-100432500.0,-497,-1162743695300.0,0.075296544610624,1,-0.46517553814691676,-1.150806711844013
2026-03-19,-22002900.0,-111,605902595050.0,-0.0383693045563549,0,-0.20817456961831138,0.315154607354963
2026-03-20,51722400.0,256,1472172659750.0,-0.0054862842892768,1,0.03341117740911185,1.0331717788827355
2026-03-23,-203593800.0,-1052,2363185854100.0,-0.0656970912738214,0,-0.8032182415990575,1.7716975570102185
2026-03-24,-144451100.0,-763,884438631650.0,0.0182501341921631,0,-0.6094172891347233,0.5460221685436881
2026-03-25,-75533900.0,-395,258096739850.0,-0.003690036900369,0,-0.3835868992273464,0.02687201908615704
2026-03-26,-107354500.0,-601,1985263459250.0,-0.047089947089947,0,-0.48785779974400517,1.458452554020103
2026-03-27,-27930100.0,-121,1342839170700.0,-0.0022209883398112,0,-0.22759703435946457,0.9259723386900758
2026-03-30,304549900.0,1731,87209892150.0,-0.0189204229271007,1,0.8618855336555543,-0.11476936509274062
2026-03-31,77515600.0,465,1535455243000.0,-0.0516165626772546,1,0.11793127417681212,1.0856242221607697
2026-04-01,-46295600.0,-287,-1566663749150.0,0.1339712918660287,1,-0.2877777733599453,-1.4856001514501256
2026-04-02,-158393000.0,-851,456556594000.0,-0.0590717299578059,0,-0.6551026146129734,0.19136758339720816
2026-04-03,-14049000.0,-75,-919942756400.0,0.0437219730941704,1,-0.18211094053465324,-0.9495585670710087
2026-04-06,144896100.0,753,-903837704700.0,0.0370569280343716,0,0.3387261495802529,-0.9362097234018613
2026-04-07,6276000.0,40,58473003200.0,0.0176074572760227,1,-0.11550924059809987,-0.13858824163389452
2026-04-08,-108177500.0,-510,-1639737405000.0,0.0712468193384223,1,-0.49055463610551975,-1.546168029557262
2026-04-09,147672000.0,721,103483718000.0,-0.0308788598574821,1,0.3478223197575655,-0.10128063117140955
2026-04-10,-14247500.0,-70,-405652159750.0,0.0098039215686274,1,-0.18276139256109386,-0.5232833272843885
2026-04-13,115276400.0,578,351821950400.0,-0.0242718446601941,1,0.2416672383078923,0.10455715830802485
2026-04-14,-19439500.0,-94,-912124720500.0,0.0273631840796019,1,-0.1997747271771128,-0.943078504729521
2026-04-15,-162203000.0,-765,-555689579500.0,0.0217917675544794,1,-0.6675873613169472,-0.6476434409973426
2026-04-16,10437000.0,58,-1075241364000.0,0.0308056872037914,0,-0.10187432431588593,-1.0782794723810285
2026-04-17,-204978000.0,-948,90353236000.0,-0.0068965517241379,0,-0.8077540385511942,-0.11216397105653109
2026-04-20,-35178000.0,-164,292144906750.0,-0.0069444444444444,0,-0.2513472169410215,0.05509320493737294
2026-04-21,49051000.0,224,-546903832250.0,0.0209790209790209,0,0.024657436636147095,-0.6403612807943492
2026-04-22,-155628000.0,-714,422184239250.0,-0.0068493150684931,0,-0.646042161952478,0.16287769099293678
2026-04-23,23020500.0,102,-891805196750.0,0.032183908045977,0,-0.060640253410517216,-0.926236451004833
2026-04-24,106461500.0,499,1061091359500.0,-0.0222717149220489,1,0.21278225307932036,0.6924426639090088
2026-04-27,-229345500.0,-1029,-1451072427250.0,0.0227790432801822,1,-0.8876023496559403,-1.3897910528954651
2026-04-28,47508000.0,216,476701321500.0,-0.0111358574610244,1,0.01960127806285795,0.20806475538797398
2026-04-29,-35134500.0,-172,-680974831000.0,0.018018018018018,1,-0.2512046745573935,-0.7514874563706879
2026-04-30,129828500.0,613,129042397000.0,-0.0243362831858407,1,0.28935208936062135,-0.08009604780487979
2026-05-04,-259116000.0,-1121,-2177785336000.0,0.0544217687074829,1,-0.9851554078582114,-1.9921347890074805
