run_id,date,turn,subturn,agent_id,decision_date,market_features_date,news_start_date,news_start_time,news_max_date,news_end_time,execution_date,information_mode,stock_code,action,quantity,reason
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A001,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,전일 주가 하락으로 내재가치 대비 저평가 구간 진입 가능성 확인. 노사 갈등 리스크는 있으나 반도체 업황의 장기 성장성을 고려해 가치 투자 관점에서 매수.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A003,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"단기 노사 갈등으로 인한 주가 과반응 하락이 내재가치 대비 저평가 매수 기회를 제공하나, 안정성 선호 성향과 리스크를 고려해 최대 매매 가능 금액의 40% 수준인 150 주로 제한적으로 매수합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A004,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,기술적 지표상 MA5 이탈 후 MA20 지지선 접근으로 단기 반등 가능성 확인. 뉴스 악재 반영된 급락 시 저가 매수 기회로 판단하여 현금 한도 내 최대 매수.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A006,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"MA20 지지선 유지로 중장기 안정성 판단되나, 노사 갈등 뉴스에 따른 단기 변동성 고려하여 100 주 (약 2,600 만 원) 로 제한적으로 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A002,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"주가 급락 (-5.38%) 으로 저평가 구간 진입을 고려하여 매수합니다. 스마트공장 투자 등 장기적 성장성은 유지되나, 성과급 뉴스 리스크로 인해 초기 진입은 제한적 수량으로 신중하게 진행합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A008,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,단기 조정 국면이지만 MA20 지지선 대비 안전마진 확보 가능. 고위험 성향에 따라 AI/스마트공장 장기 성장성을 믿고 매수 진입.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A005,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,1,"fallback_decision_after_invalid_llm_output: the model failed to return a valid decision after retry, so the system submitted a minimal valid buy order."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A007,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"어제 대비 주가 하락 (-2.28%) 으로 저점 매수 기회로 판단되나, 노사 갈등과 밸류에이션 리스크를 고려해 제한적으로 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A009,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,20,"시스템의 강제 매수 조건에 따라 진입하나, 기술적 하락 신호 (MA5 이탈) 와 뉴스 악재로 인해 소량 (20 주) 으로 제한합니다. MA20 지지선 확인 전까지 현금 비중을 유지합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A010,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,26 만 원대 저평가 구간 진입 및 MA20 지지 확인으로 가치투자 관점에서 매수 기회로 판단. 노사 리스크 존재하나 스마트공장 호재로 하방 경직성 유지.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A011,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"현재가 264,000 원은 MA20 대비 프리미엄이 있으나 노사 갈등 악재로 단기 급락하여 내재가치 대비 저평가 구간으로 판단됨. 반도체 사이클 회복 기대와 고위험 고수익 성향에 따라 현금 50% 한도 내에서 최대 수량 매수."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A013,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"거래 제약으로 인해 매수가 필수적이며, 고위험 고수익 성향과 집중 투자 성향을 반영하여 최대 허용 금액 (50%) 을 활용합니다. 전일 5.4% 하락으로 밸류에이션 매력도가 상승했으나, 단기 조정 우려는 리스크 관리로 상쇄합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A014,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"장기 반도체 사이클 상승세와 MA20 지지선 유지를 확인하여 매수 기회를 잡습니다. 단기 노사 갈등과 차트 하락에도 불구하고, 검증된 종목에 집중 투자 성향을 반영하여 현금의 50% 한도 내에서 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A016,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"가치 투자 관점에서 현재 주가가 적정 밸류에이션 구간으로 판단되며, 자동화 투자 호재 등 장기 성장성을 고려하여 초기 포지션을 확보합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A019,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"노사 갈등으로 인한 단기 주가 하락 (264,000 원) 이 가치 투자 관점에서 저평가 매수 기회로 판단됨. 현금 100% 보유 상태이므로, 50% 거래 제한 내에서 최대 수량으로 진입하여 반등 수익을 노림."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A015,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"노사 갈등으로 단기 변동성 우려가 있으나, 전고점 대비 조정된 26 만 4 천 원 수준에서 제한적으로 매수 진입합니다. 현금 비중을 유지하며 추후 추가 매수 여력을 확보합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A018,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,주가 급락으로 밸류에이션 매력도 상승 및 MA20 지지선 접근 확인. 고위험 고수익 성향에 따라 하락 시 매수 기회로 판단하여 제한된 현금 범위 내에서 최대 수량 매수.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A017,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"MA20 지지선 유지로 중기 상승 추세 확인,昨日 5.3% 하락으로 밸류에이션 매력도 상승. 현금 100% 보유 상태이므로 제한적으로 진입."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A012,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"전일 급락 (-5.37%) 으로 밸류에이션 매력도 상승했으나, MA5 이탈 및 노사 리스크로 단기 하락 추세 확인. MA20 지지선 부근까지 현금 여력을 남겨두며 제한적 매수 진입."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A023,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"주가 급락 (5% 이상) 으로 내재가치 대비 저평가 구간 진입 확인 및 반도체 사이클 회복 신호에 따라, 집중 투자 성향에 맞춰 최대 허용 범위 내에서 매수 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A021,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"MA20 지지선과 반도체 사이클 회복 기대감으로 중기 상승 관점 유지. 단기 MA5 이탈로 조정 우려가 있으나, 현재 가격이 MA20 대비 저평가 구간으로 판단되어 제한적으로 매수 진입."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A022,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,전일 대비 하락으로 밸류에이션 매력도 상승 및 MA20 지지선 유지로 저평가 구간 진입. 노사 갈등 리스크는 있으나 생산성 개선 기대감으로 장기 관점 매수 기회로 판단.
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A024,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,180,"단기 갭다운으로 인한 저가 매수 기회로 판단하며, 중기 이동평균선 (MA20) 상회로 추세는 유지 중. 고위험 고수익 선호 성향에 따라 제한된 현금 비율 내에서 적극적으로 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A020,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,"MA20 지지선 확인 및 저가 구간 (264,000 원) 진입 기회로 판단. 개인 자금 유입과 시총 주도력 호재에 따라 고위험 고수익 성향 반영."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A027,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"MA20(23 만 2 천 원) 지지선 근처이므로 매수 기회로 판단되나, 노사 갈등 해소 전까지는 소량 진입을 고려합니다. 반도체 사이클 회복 기대감과 지역 투자 호재도 고려했습니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A026,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"내재가치 대비 저평가 구간 (264,000 원) 이며 반도체 사이클 회복 기대에 따른 가치 투자 기회로 판단."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A029,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,150,"현재 주가 (26 만 4 천 원) 가 MA5 대비 할인되어 기술적 저가 매수 관점이며, 반도체 업황 회복과 고위험 선호 성향에 따라 단기 조정 시 진입합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A025,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,180,"현재가 26 만 4 천 원은 MA5 하향 돌파로 단기 조정 우려가 있으나, MA20 지지선 상단에 위치하여 밸류에이션 매력도가 높음. 노사 갈등 등 뉴스 악재가 일시적이라고 판단하여 안정적 자산인 삼성전자를 매수 진입."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A030,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,100,"반도체 업황 회복과 AI 수요 기대감으로 중장기 우상향 전망. 전일 급락 (279,000 원→264,000 원) 으로 단기 조정 국면이나 MA20 지지선 유지로 가치 매수 기회로 판단. 과거 투자 성과 저조로 인한 감정적 매매 경계하여, 현금의 25% 수준인 100 주로 제한적 진입."
chunk_011_2026-05-13_2026-05-19,2026-05-13,1,am,A028,2026-05-13,2026-05-12,2026-05-12,15:30,2026-05-13,08:59,2026-05-13,pre_close_cutoff,005930,buy,189,단기 조정 국면에서 MA5 이탈 및 급락으로 과매도 구간 진입. AI·스마트공장 호재 등 중기 성장 동력 유지로 매수 기회로 판단. 고위험 성향에 따라 현금 50% 한도 내에서 진입.
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A001,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,100,"공정위 조사 부활 및 노사 파업 등 규제 리스크가 극심하며, '저승사자' 뉴스에 따른 심리 위축으로 안정성 중시 성향에 부합하지 않음. 현재가 (284,000 원) 가 내재가치 대비 저평가 구간이 아니므로 수익 실현을 우선시함."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A004,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,80,"현재 주가 (284,000 원) 가 평균 매수 단가 대비 수익 구간이므로 처분효과에 따라 수익 실현 매도. 노사 협상 불발 및 공정위 규제 등 악재 뉴스 리스크로 단기 변동성 우려가 있어 현금 비중을 확대."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A005,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,buy,175,내재가치 대비 저평가 구간이며 정부 개입으로 파업 리스크가 완화되었습니다. 현금 비중이 높아 단일 종목 집중 투자 전략에 맞춰 매수합니다.
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A008,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"단기 과매수 상태, 거래량 위축, 부정적 뉴스 우세로 인한 단기 조정 리스크를 고려하여 수익 실현을 위해 일부 매도합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A006,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,100,수익 실현 욕구 (처분효과) 와 뉴스 리스크 (파업/공정위) 로 인해 보유 주식 전량 매도합니다. 기술적 지지선은 유지되나 단기 변동성 우려로 현금화 후 재진입을 고려합니다.
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A003,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"뉴스의 부정적 요인 (노사 갈등, 파업 리스크) 과 안정적 자산 선호 성향을 반영하여 수익 보호 및 포트폴리오 집중도 완화를 위해 일부 매도합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A007,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"가치투자 관점에서 현재 주가가 내재가치 대비 안전마진이 부족하고, 5 월 21 일 파업 리스크로 인한 변동성 확대 우려가 있어 수익 실현 및 리스크 관리 차원에서 매도합니다."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A011,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"파업 임박 (5/21) 으로 리스크 프리미엄 상승, 내재가치 (28 만 원) 대비 현재가 (28 만 4 천 원) 적정선 근접으로 매수 매력 감소. 집중투자 리스크 관리 필요에 따라 수익 실현 매도."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A009,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,buy,30,MA20 지지선 확보 및 악재에도 주가 방어 확인. 현금 보유 필요성 감소에 따라 제한적으로 매수.
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A013,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,88,"20 일 이동평균선 대비 20% 이상 상승한 기술적 과매수 구간이며, 공정위 조사 등 부정적 뉴스 리스크가 존재함. 처분효과에 따라 미실현 수익을 실현하고 하락 시 대응 여력을 확보하기 위해 매도."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A014,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"공정위 규제 및 파업 뉴스 악재로 단기 불확실성이 높으며, 현재 수익 상태이나 밸류에이션 부담과 집중 투자 리스크로 일부 매도하여 현금 확보 및 리스크 관리 필요."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A012,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,100,"현재가 (284,000 원) 가 평균 매수 단가 (264,000 원) 를 상회하여 수익 실현 상태. 처분효과에 따라 미실현 수익 매도. 뉴스 리스크 (파업/규제) 와 거래량 감소로 인한 조정 우려로 방어적 매도."
chunk_011_2026-05-13_2026-05-19,2026-05-13,2,pm,A015,2026-05-13,2026-05-13,2026-05-13,08:59,2026-05-13,15:30,2026-05-13,pre_close_cutoff,005930,sell,50,"파업 장기화 및 공정위 조사 부활로 단기 리스크가 현실화되었으며, 현재 주가는 내재가치 대비 안전마진이 축소되어 매도 기회로 판단합니다. 장기 투자 관점을 유지하기 위해 보유 수량의 절반을 매도합니다."
