run_id,date,turn,subturn,stock_code,submitted_orders,announced_price,close_price,volume,fill_count
chunk_001_2026-02-27_2026-03-06,2026-02-27,1,am,005930,30,210000.0,216500.0,6548,30
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,pm,005930,30,216500.0,216500.0,2539,30
chunk_001_2026-02-27_2026-03-06,2026-03-03,3,am,005930,30,209500.0,195100.0,2264,30
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,pm,005930,30,195100.0,195100.0,1458,30
chunk_001_2026-02-27_2026-03-06,2026-03-04,5,am,005930,30,184200.0,172200.0,1631,30
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,pm,005930,30,172200.0,172200.0,1773,30
chunk_001_2026-02-27_2026-03-06,2026-03-05,7,am,005930,30,195000.0,191600.0,1332,30
chunk_001_2026-02-27_2026-03-06,2026-03-05,8,pm,005930,30,191600.0,191600.0,808,30
chunk_001_2026-02-27_2026-03-06,2026-03-06,9,am,005930,30,186100.0,188200.0,980,30
chunk_001_2026-02-27_2026-03-06,2026-03-06,10,pm,005930,30,188200.0,188200.0,837,30
