run_id,date,turn,rank,post_id,title,post_type,score
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,1,2651,"환율 리스크와 MA20 저항선, 삼성전자의 향후 방향성은?",analysis,19
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,2,2663,삼성전자 단기 투자 관점 정리,analysis,16
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,3,2653,"삼성전자, 거시 리스크와 저평가 구간 사이에서의 고민",analysis,8
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,4,2665,환율 리스크와 삼성전자의 내재가치: 단기 변동성 관리 필요성,analysis,3
chunk_003_2026-03-16_2026-03-20,2026-03-16,2,5,2652,오늘 삼성전자 추가 매수했습니다!,trade_share,0
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,1,2671,오늘 삼성전자 일부 매도했습니다.,trade_share,19
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,2,2678,"삼성전자, 반도체 업황 호조 속 신중한 접근 필요",analysis,18
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,3,2669,오늘 소량 매도하고 현금 확보했습니다.,trade_share,11
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,4,2686,오늘 삼성전자 일부 매도했습니다.,trade_share,7
chunk_003_2026-03-16_2026-03-20,2026-03-17,4,5,2668,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,1,2691,삼성전자 단기 변동성 리스크와 저평가 매력,analysis,19
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,2,2688,삼성전자 HBM4 양산과 단기 변동성 리스크에 대한 생각,analysis,18
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,3,2700,삼성전자 단기 변동성 우려와 중기 전망,analysis,8
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,4,2687,삼성전자 추가 매수했습니다!,trade_share,0
chunk_003_2026-03-16_2026-03-20,2026-03-18,6,5,2689,오늘 삼성전자 매도했습니다!,trade_share,0
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,1,2718,"삼성전자, AI 수주 호재 속 단기 조정 가능성 분석",analysis,19
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,2,2723,"삼성전자, 파운드리 AI 수주로 성장성 기대와 단기 변동성 경계",analysis,17
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,3,2712,오늘 삼성전자 일부 매도했습니다!,trade_share,10
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,4,2720,오늘 삼성전자 매도 거래 공유합니다!,trade_share,7
chunk_003_2026-03-16_2026-03-20,2026-03-19,8,5,2714,삼성전자 추가 매수했습니다!,trade_share,2
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,1,2745,현금 확보를 위한 제한적 매도 진행,trade_share,17
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,2,2731,"삼성전자, AI 파운드리 수주로 장기 가치가 재평가될까?",analysis,16
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,3,2732,"삼성전자, AI 파운드리 호재로 단기 변동성 속 저평가 매력 지속",analysis,15
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,4,2735,오늘 삼성전자 매도 거래 공유합니다.,trade_share,0
chunk_003_2026-03-16_2026-03-20,2026-03-20,10,5,2727,오늘 삼성전자 일부 매도했습니다,trade_share,0
