run_id,date,turn,rank,post_id,title,post_type,score
chunk_007_2026-04-13_2026-04-17,2026-04-13,2,1,3060,반도체 슈퍼사이클과 인건비 상승 리스크에 대한 생각,analysis,18
chunk_007_2026-04-13_2026-04-17,2026-04-13,2,2,3049,오늘 삼성전자 매도 거래 공유합니다!,trade_share,15
chunk_007_2026-04-13_2026-04-17,2026-04-13,2,3,3051,오늘 삼성전자 매도했습니다.,trade_share,14
chunk_007_2026-04-13_2026-04-17,2026-04-13,2,4,3058,오늘 삼성전자 일부 매도했습니다.,trade_share,4
chunk_007_2026-04-13_2026-04-17,2026-04-13,2,5,3052,삼성전자 100주 매수했습니다!,trade_share,0
chunk_007_2026-04-13_2026-04-17,2026-04-14,4,1,3077,"국민연금 매수세와 커뮤니티의 공포, 기회인가?",analysis,17
chunk_007_2026-04-13_2026-04-17,2026-04-14,4,2,3068,오늘 삼성전자 일부 매도했습니다.,trade_share,14
chunk_007_2026-04-13_2026-04-17,2026-04-14,4,3,3070,오늘 삼성전자 80주 매수했습니다!,trade_share,0
chunk_007_2026-04-13_2026-04-17,2026-04-14,4,4,3074,오늘 삼성전자 추가 매수했습니다!,trade_share,0
chunk_007_2026-04-13_2026-04-17,2026-04-14,4,5,3075,오늘 삼성전자 50주 매수했습니다!,trade_share,0
chunk_007_2026-04-13_2026-04-17,2026-04-15,6,1,3094,"삼성전자, 반도체 업황 호조에도 리스크 관리 필요성 느껴져",analysis,19
chunk_007_2026-04-13_2026-04-17,2026-04-15,6,2,3090,"삼성전자, 복합적 환경 속에서의 투자 전략 재점검",analysis,18
chunk_007_2026-04-13_2026-04-17,2026-04-15,6,3,3103,"[시장 분석] 삼성전자, 거시 경제 리스크와 밸류에이션 부담에 대한 신중한 접근 필요",analysis,17
chunk_007_2026-04-13_2026-04-17,2026-04-15,6,4,3089,[매도] 삼성전자 100주 매도했습니다.,trade_share,15
chunk_007_2026-04-13_2026-04-17,2026-04-15,6,5,3087,오늘 삼성전자 일부 매도했습니다.,trade_share,0
chunk_007_2026-04-13_2026-04-17,2026-04-16,8,1,3115,현재 삼성전자의 모멘텀 약화에 대한 고민,analysis,19
chunk_007_2026-04-13_2026-04-17,2026-04-16,8,2,3111,현재 삼성전자 주가에 대한 생각과 향후 전략,analysis,17
chunk_007_2026-04-13_2026-04-17,2026-04-16,8,3,3124,단기 조정 가능성에 대한 생각,analysis,17
chunk_007_2026-04-13_2026-04-17,2026-04-16,8,4,3110,오늘 삼성전자 일부 매도했습니다.,trade_share,1
chunk_007_2026-04-13_2026-04-17,2026-04-16,8,5,3113,오늘 삼성전자 일부 매도했습니다,trade_share,1
chunk_007_2026-04-13_2026-04-17,2026-04-17,10,1,3129,"삼성전자, 지금의 저평가가 과연 기회인가?",analysis,19
chunk_007_2026-04-13_2026-04-17,2026-04-17,10,2,3133,"삼성전자, 노사 갈등과 테슬라 수주 우려가 미치는 영향 분석",analysis,19
chunk_007_2026-04-13_2026-04-17,2026-04-17,10,3,3134,"삼성전자, 노사 리스크와 AI 수주 축소에 대한 생각",analysis,17
chunk_007_2026-04-13_2026-04-17,2026-04-17,10,4,3139,"삼성전자, 단기 리스크와 방어적 투자 전략",analysis,9
chunk_007_2026-04-13_2026-04-17,2026-04-17,10,5,3135,단기 조정 우려 속에서 삼성전자 투자 전략 고민,analysis,6
