run_id,date,turn,rank,post_id,title,post_type,score
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,1,3549,삼성전자: 파업 확정으로 인한 단기 리스크와 저평가 구간 분석,analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,2,3555,"파업 확정과 외국인 매도의 영향, 삼성전자의 향후 전망",analysis,13
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,3,3564,"파업 리스크와 외국인 매도세, 삼성전자의 단기 전망",analysis,4
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,4,3559,파업 리스크와 삼성전자의 장기 가치에 대한 생각,analysis,3
chunk_012_2026-05-20_2026-05-27,2026-05-20,2,5,3562,[시장 전망] 삼성전자 파업 리스크와 내재가치에 대한 생각,analysis,3
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,1,3568,"[시장 분석] 삼성전자, 파업 해소 이후의 투자 전략",analysis,16
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,2,3571,단기 급등에 따른 일부 매도 거래 공유합니다,trade_share,15
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,3,3580,삼성전자 주가 급등 이후의 향후 전망과 우려,analysis,13
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,4,3579,"삼성전자: 리스크와 기회, 그리고 신중한 접근 필요",analysis,3
chunk_012_2026-05-20_2026-05-27,2026-05-21,4,5,3569,삼성전자 최근 동향 및 향후 투자 전략에 대한 생각,analysis,1
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,1,3592,삼성전자 단기 조정 가능성에 대한 생각,analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,2,3594,"[분석] 삼성전자, 노사 합의와 내부 리스크 고려한 투자 전략",analysis,15
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,3,3600,"삼성전자, 조정 후 재진입 전략에 대한 생각",analysis,15
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,4,3588,오늘 삼성전자 일부 매도했습니다.,trade_share,11
chunk_012_2026-05-20_2026-05-27,2026-05-22,6,5,3597,"[분석] 삼성전자, 노사 합의 후에도 신중한 접근 필요",analysis,1
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,1,3613,"삼성전자, 반도체 업황 호조 속 밸류에이션 재평가 필요성 대두",analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,2,3623,삼성전자 주가 조정 가능성에 대한 고민,analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,3,3622,현재 삼성전자 투자 관점과 시장 전망,analysis,16
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,4,3606,오늘 삼성전자 매도 거래 공유합니다!,trade_share,2
chunk_012_2026-05-20_2026-05-27,2026-05-26,8,5,3607,오늘 삼성전자 일부 매도했습니다!,trade_share,0
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,1,3633,"삼성전자, 30만원 저항선에서의 고거래량 하락 분석",analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,2,3643,"삼성전자, 단기 조정 리스크와 내재가치 점검",analysis,19
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,3,3637,삼성전자 기술적 저항과 단기 변동성 경계,analysis,8
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,4,3639,삼성전자 최근 시장 상황과 투자 전략에 대한 생각,analysis,3
chunk_012_2026-05-20_2026-05-27,2026-05-27,10,5,3628,오늘 삼성전자 50주 매수했습니다!,trade_share,0
