run_id,date,turn,subturn,stock_code,submitted_orders,announced_price,close_price,volume,fill_count
RN_COMM_ON,2026-02-27,1,am,005930,100,210000.0,210000.0,35232,100
RN_COMM_ON,2026-02-27,2,pm,005930,100,216500.0,216500.0,23163,100
RN_COMM_ON,2026-03-03,3,am,005930,100,209500.0,209500.0,28285,100
RN_COMM_ON,2026-03-03,4,pm,005930,100,195100.0,195100.0,32441,100
RN_COMM_ON,2026-03-04,5,am,005930,100,184200.0,184200.0,42526,100
RN_COMM_ON,2026-03-04,6,pm,005930,100,172200.0,172200.0,38509,100
RN_COMM_ON,2026-03-05,7,am,005930,100,195000.0,195000.0,48824,100
RN_COMM_ON,2026-03-05,8,pm,005930,100,191600.0,191600.0,57230,100
RN_COMM_ON,2026-03-06,9,am,005930,100,186100.0,186100.0,36929,100
RN_COMM_ON,2026-03-06,10,pm,005930,100,188200.0,188200.0,26259,100
RN_COMM_ON,2026-03-09,11,am,005930,100,173500.0,173500.0,27262,100
RN_COMM_ON,2026-03-09,12,pm,005930,100,173500.0,173500.0,32257,100
RN_COMM_ON,2026-03-10,13,am,005930,100,187600.0,187600.0,49862,100
RN_COMM_ON,2026-03-10,14,pm,005930,100,187900.0,187900.0,60977,100
RN_COMM_ON,2026-03-11,15,am,005930,100,193000.0,193000.0,33740,100
RN_COMM_ON,2026-03-11,16,pm,005930,100,190000.0,190000.0,31841,100
RN_COMM_ON,2026-03-12,17,am,005930,100,186600.0,186600.0,34017,100
RN_COMM_ON,2026-03-12,18,pm,005930,100,187900.0,187900.0,35871,100
RN_COMM_ON,2026-03-13,19,am,005930,100,180000.0,180000.0,34280,100
RN_COMM_ON,2026-03-13,20,pm,005930,100,183500.0,183500.0,55532,100
RN_COMM_ON,2026-03-16,21,am,005930,100,184600.0,184600.0,26621,100
RN_COMM_ON,2026-03-16,22,pm,005930,100,188700.0,188700.0,39499,100
RN_COMM_ON,2026-03-17,23,am,005930,100,198000.0,198000.0,48343,100
RN_COMM_ON,2026-03-17,24,pm,005930,100,193900.0,193900.0,37875,100
RN_COMM_ON,2026-03-18,25,am,005930,100,200500.0,200500.0,30503,100
RN_COMM_ON,2026-03-18,26,pm,005930,100,208500.0,208500.0,29334,100
RN_COMM_ON,2026-03-19,27,am,005930,100,199900.0,199900.0,39492,100
RN_COMM_ON,2026-03-19,28,pm,005930,100,200500.0,200500.0,29863,100
RN_COMM_ON,2026-03-20,29,am,005930,100,202000.0,202000.0,23780,100
RN_COMM_ON,2026-03-20,30,pm,005930,100,199400.0,199400.0,23266,100
