run_id,date,turn,rank,post_id,title,post_type,score
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,1,2754,"삼성전자, 현재의 저평가 구간에서의 기회 탐색",analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,2,2760,"삼성전자, 저평가 구간 진입 가능성에 대한 고찰",analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,3,2763,오늘 삼성전자 매수했습니다!,trade_share,1
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,4,2748,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-23,2,5,2749,오늘 삼성전자 추가 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,1,2779,"삼성전자, 기술적 지지선 이탈로 약세 전환 확인",analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,2,2783,삼성전자 투자 관점 변화에 대한 고찰,analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,3,2771,오늘 삼성전자 매도 거래 공유합니다,trade_share,8
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,4,2768,[분석] 삼성전자 매수 후 시장 전망 및 기술적 분석,analysis,5
chunk_004_2026-03-23_2026-03-27,2026-03-24,4,5,2786,오늘 삼성전자 일부 매도했습니다.,trade_share,5
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,1,2787,"삼성전자, MA20 이탈로 인한 약세 확인 및 향후 전망",analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,2,2790,삼성전자 현재 상황과 향후 전망에 대한 생각,analysis,18
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,3,2794,삼성전자 기술적 약세와 리스크 관리에 대한 고민,analysis,17
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,4,2788,오늘 삼성전자 소량 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-25,6,5,2789,오늘 삼성전자 20주 매수했습니다!,trade_share,0
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,1,2807,"삼성전자, 저평가 매력과 단기 리스크의 딜레마",analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,2,2815,단기 변동성 우려와 저평가 구간의 딜레마,analysis,13
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,3,2823,"삼성전자, 역사적 저평가 구간 진입 - 매수 기회로 판단",analysis,4
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,4,2816,삼성전자 단기 매수 관망 관점 정리,analysis,2
chunk_004_2026-03-23_2026-03-27,2026-03-26,8,5,2812,"삼성전자, 저평가 매력과 기술적 약세의 딜레마",analysis,1
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,1,2831,"삼성전자, 단기 변동성 리스크와 경쟁사 동향에 대한 고민",analysis,19
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,2,2828,"삼성전자, 저평가 매력 여전히 유효하지만 경계 필요",analysis,18
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,3,2840,"삼성전자, 경쟁사 자금 유입과 공급망 리스크에 대한 심층 분석",analysis,15
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,4,2838,"삼성전자, 현재 상황과 앞으로의 전망",analysis,2
chunk_004_2026-03-23_2026-03-27,2026-03-27,10,5,2827,오늘 삼성전자 추가 매수했습니다!,trade_share,0
