run_id,date,turn,agent_id,selected_post_ids,post_id,title,post_type,reaction,author_badges,author_profile
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A006,"[3349, 3363, 3365, 3352, 3354]",3349,애플 협력 중단설과 삼성전자 주가 전망,analysis,like,"[""상위 수익자"", ""자산가""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A006,"[3349, 3363, 3365, 3352, 3354]",3363,"삼성전자, 고점 매수 경계와 단기 조정 리스크",analysis,like,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A006,"[3349, 3363, 3365, 3352, 3354]",3365,"삼성전자, 1분기 실적 호조와 반도체 사이클 회복의 가능성",analysis,read,[],null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A006,"[3349, 3363, 3365, 3352, 3354]",3352,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A006,"[3349, 3363, 3365, 3352, 3354]",3354,오늘 삼성전자 100주 매수했습니다!,trade_share,unlike,[],null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A005,"[3349, 3363, 3365, 3352, 3358]",3349,애플 협력 중단설과 삼성전자 주가 전망,analysis,like,"[""상위 수익자"", ""자산가""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A005,"[3349, 3363, 3365, 3352, 3358]",3363,"삼성전자, 고점 매수 경계와 단기 조정 리스크",analysis,like,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A005,"[3349, 3363, 3365, 3352, 3358]",3365,"삼성전자, 1분기 실적 호조와 반도체 사이클 회복의 가능성",analysis,read,[],null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A005,"[3349, 3363, 3365, 3352, 3358]",3352,오늘 삼성전자 추가 매수했습니다!,trade_share,unlike,"[""상위 수익자"", ""자산가""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A005,"[3349, 3363, 3365, 3352, 3358]",3358,오늘 삼성전자 일부 매도했습니다!,trade_share,like,"[""상위 수익자"", ""자산가""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A008,"[3363, 3365, 3348, 3350, 3360]",3363,"삼성전자, 고점 매수 경계와 단기 조정 리스크",analysis,like,"[""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]",null
chunk_010_2026-05-06_2026-05-12,2026-05-06,2,A008,"[3363, 3365, 3348, 3350, 3360]",3365,"삼성전자, 1분기 실적 호조와 반도체 사이클 회복의 가능성",analysis,read,[],null
