run_id,date,turn,rank,post_id,title,post_type,score
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,1,2564,삼성전자 기술적 하락과 채용 호재의 충돌,analysis,19
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,2,2560,삼성전자 기술적 하락 추세와 리스크 관리,analysis,17
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,3,2562,"유가 폭등에 따른 저가 매수, 삼성전자 200주 매수했습니다!",trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,4,2547,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-09,2,5,2552,삼성전자 오늘 매수했습니다!,trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,1,2568,오늘 삼성전자 일부 매도했습니다.,trade_share,19
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,2,2573,오늘 삼성전자 일부 매도했습니다!,trade_share,16
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,3,2574,오늘 삼성전자 매도 거래 공유합니다!,trade_share,8
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,4,2579,[매도] 삼성전자 50주 매도했습니다.,trade_share,7
chunk_002_2026-03-09_2026-03-13,2026-03-10,4,5,2578,오늘 삼성전자 매도했습니다,trade_share,6
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,1,2595,삼성전자 단기 조정 리스크와 중장기 전망,analysis,19
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,2,2598,단기 조정 우려와 리스크 관리,analysis,19
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,3,2588,오늘 삼성전자 일부 매도했습니다.,trade_share,6
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,4,2600,오늘 삼성전자 일부 매도했습니다.,trade_share,5
chunk_002_2026-03-09_2026-03-13,2026-03-11,6,5,2590,오늘 삼성전자 일부 매도했습니다.,trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,1,2612,오늘 일부 매도했습니다!,trade_share,19
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,2,2623,"삼성전자, 저평가 확신과 단기 변동성 우려의 교차점",analysis,10
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,3,2613,삼성전자 저평가 해소에 대한 개인적인 분석,analysis,2
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,4,2607,오늘 삼성전자 10주 매수했습니다!,trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-12,8,5,2608,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,1,2641,"삼성전자, 저평가 기회와 리스크 요인 정리",analysis,16
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,2,2631,[매도 거래 공유] 삼성전자 100주 매도 완료,trade_share,13
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,3,2638,오늘 삼성전자 전량 매도했습니다.,trade_share,2
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,4,2640,"삼성전자, 중동 리스크에도 불구하고 저평가 상태 지속 중",analysis,1
chunk_002_2026-03-09_2026-03-13,2026-03-13,10,5,2627,오늘 삼성전자 추가 매수했습니다!,trade_share,0
