run_id,date,turn,rank,post_id,title,post_type,score
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,1,3250,"삼성전자, 노조 파업 장기화 우려와 실적 전망",analysis,17
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,2,3253,"[분석] 삼성전자, 파업 리스크와 저평가 구간의 이중주요성",analysis,12
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,3,3251,"삼성전자, 파업 리스크와 기술적 저항선 사이에서의 고민",analysis,9
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,4,3249,"[기술적 분석] 삼성전자, 노조 파업 악재로 신중한 접근 필요",analysis,3
chunk_009_2026-04-27_2026-05-04,2026-04-27,2,5,3258,반도체 업황과 삼성전자 주가 전망에 대한 생각,analysis,2
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,1,3269,삼성전자 기술적 분석 및 파업 리스크에 대한 생각,analysis,19
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,2,3281,오늘 삼성전자 일부 매도했습니다.,trade_share,6
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,3,3284,오늘 삼성전자 매수했습니다!,trade_share,1
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,4,3267,삼성전자 추가 매수했습니다!,trade_share,0
chunk_009_2026-04-27_2026-05-04,2026-04-28,4,5,3268,오늘 삼성전자 추가 매수했습니다!,trade_share,0
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,1,3290,단기 리스크 관리로 삼성전자 일부 매도했습니다.,trade_share,16
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,2,3301,삼성전자 매수 완료! 저평가 구간에서의 기회를 잡았습니다.,trade_share,9
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,3,3287,오늘 삼성전자 1주 매도했습니다.,trade_share,6
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,4,3302,오늘 삼성전자 일부 매도했습니다!,trade_share,3
chunk_009_2026-04-27_2026-05-04,2026-04-29,6,5,3289,[매도 거래 공유] 삼성전자 일부 매도했습니다.,trade_share,2
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,1,3320,"삼성전자, 실적 호조에도 불구하고 시장 심리는 여전히 약세",analysis,16
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,2,3314,"삼성전자, 단기 조정 속에서도 저가 매수 기회일까?",analysis,12
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,3,3321,단기 조정 우려와 실적 호조의 딜레마,analysis,11
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,4,3319,단기 조정 리스크 관리로 일부 매도했습니다.,trade_share,9
chunk_009_2026-04-27_2026-05-04,2026-04-30,8,5,3309,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,1,3340,금리 인상 우려 속 삼성전자 주가 전망,analysis,17
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,2,3330,현재 삼성전자 기술적 분석 및 향후 전망,analysis,9
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,3,3333,단기 급등에 따른 매도 및 현금 확보,trade_share,7
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,4,3328,오늘 삼성전자 일부 매도했습니다.,trade_share,6
chunk_009_2026-04-27_2026-05-04,2026-05-04,10,5,3331,오늘 삼성전자 일부 매도했습니다.,trade_share,2
