run_id,date,turn,rank,post_id,title,post_type,score
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,1,2459,"삼성전자, 단기 모멘텀과 장기 리스크의 갈림길에 서다",analysis,18
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,2,2462,"삼성전자, 반도체 수출 호조 속 실적 기반 적정성 확인 필요",analysis,14
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,3,2448,오늘 삼성전자 일부 매도했습니다.,trade_share,12
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,4,2451,오늘 삼성전자 일부 매도했습니다.,trade_share,9
chunk_001_2026-02-27_2026-03-06,2026-02-27,2,5,2453,오늘 삼성전자 매수했습니다!,trade_share,0
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,1,2484,오늘 삼성전자 일부 매도했습니다.,trade_share,19
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,2,2478,단기 기술적 약세와 장기 호재의 조화,analysis,12
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,3,2486,"삼성전자, 단기 조정 속에서도 장기적 매력은 여전하다",analysis,0
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,4,2467,오늘 삼성전자 추가 매수했습니다!,trade_share,0
chunk_001_2026-02-27_2026-03-06,2026-03-03,4,5,2469,오늘 삼성전자로 매수했습니다!,trade_share,0
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,1,2488,현재 삼성전자 주가 하락세 분석,analysis,19
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,2,2495,"지정학적 리스크와 삼성전자, 단기 관망이 필요할 때",analysis,19
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,3,2501,삼성전자 MA20 지지선 이탈과 단기 리스크 분석,analysis,17
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,4,2491,오늘 삼성전자 일부 매도했습니다.,trade_share,2
chunk_001_2026-02-27_2026-03-06,2026-03-04,6,5,2487,오늘 삼성전자 일부 매도했습니다.,trade_share,0
chunk_001_2026-02-27_2026-03-06,2026-03-05,8,1,2507,"삼성전자, 반등에도 불구하고 상승 지속성은 의문?",analysis,19
chunk_001_2026-02-27_2026-03-06,2026-03-05,8,2,2515,"삼성전자, 현재 상황과 향후 전망에 대한 생각",analysis,19
chunk_001_2026-02-27_2026-03-06,2026-03-05,8,3,2524,삼성전자 기술적 저항선과 시장 상황 분석,analysis,3
